DICOFRE,NUTS-II,Distrito,Concelho,Freguesia,Area_Ha
010103,centro,aveiro,águeda,aguada de cima,2839.31
010109,centro,aveiro,águeda,fermentelos,858.2
010112,centro,aveiro,águeda,macinhata do vouga,3195.44
010119,centro,aveiro,águeda,valongo do vouga,4320.11
010121,centro,aveiro,águeda,união das freguesias de águeda e borralha,3602.93
010122,centro,aveiro,águeda,união das freguesias de barrô e aguada de baixo,1019.01
010123,centro,aveiro,águeda,"união das freguesias de belazaima do chão, castanheira do vouga e agadão",8809.03
010124,centro,aveiro,águeda,união das freguesias de recardães e espinhel,1991.78
010125,centro,aveiro,águeda,união das freguesias de travassô e óis da ribeira,1112.19
010126,centro,aveiro,águeda,"união das freguesias de trofa, segadães e lamas do vouga",1606.81
010127,centro,aveiro,águeda,união das freguesias do préstimo e macieira de alcoba,4172.64
010202,centro,aveiro,albergaria-a-velha,alquerubim,1535.86
010203,centro,aveiro,albergaria-a-velha,angeja,2125.17
010204,centro,aveiro,albergaria-a-velha,branca,3028.86
010206,centro,aveiro,albergaria-a-velha,ribeira de fráguas,2674.54
010209,centro,aveiro,albergaria-a-velha,albergaria-a-velha e valmaior,4699.64
010210,centro,aveiro,albergaria-a-velha,são joão de loure e frossos,1818.42
010304,centro,aveiro,anadia,avelãs de caminho,644.87
010305,centro,aveiro,anadia,avelãs de cima,4057.8
010307,centro,aveiro,anadia,moita,3417.61
010309,centro,aveiro,anadia,sangalhos,1690.42
010310,centro,aveiro,anadia,são lourenço do bairro,1538.31
010312,centro,aveiro,anadia,vila nova de monsarros,2372.04
010313,centro,aveiro,anadia,vilarinho do bairro,2556.33
010316,centro,aveiro,anadia,"união das freguesias de amoreira da gândara, paredes do bairro e ancas",2206.42
010317,centro,aveiro,anadia,união das freguesias de arcos e mogofores,1439.3
010318,centro,aveiro,anadia,"união das freguesias de tamengos, aguim e óis do bairro",1740.39
010402,norte,aveiro,arouca,alvarenga,3876.6
010407,norte,aveiro,arouca,chave,1090.53
010409,norte,aveiro,arouca,escariz,1798.46
010411,norte,aveiro,arouca,fermedo,1110.53
010413,norte,aveiro,arouca,mansores,1407.54
010414,norte,aveiro,arouca,moldes,2800.51
010415,norte,aveiro,arouca,rossas,1111.18
010416,norte,aveiro,arouca,santa eulália,2304.76
010417,norte,aveiro,arouca,são miguel do mato,1710.47
010418,norte,aveiro,arouca,tropeço,1783.87
010419,norte,aveiro,arouca,urrô,1078.75
010420,norte,aveiro,arouca,várzea,179.1
010421,norte,aveiro,arouca,união das freguesias de arouca e burgo,1524.41
010422,norte,aveiro,arouca,união das freguesias de cabreiros e albergaria da serra,3123.16
010423,norte,aveiro,arouca,união das freguesias de canelas e espiunca,3572.94
010424,norte,aveiro,arouca,união das freguesias de covelo de paivó e janarde,4437.7
010501,centro,aveiro,aveiro,aradas,892.77
010502,centro,aveiro,aveiro,cacia,3575.49
010505,centro,aveiro,aveiro,esgueira,1714.85
010508,centro,aveiro,aveiro,oliveirinha,1207.07
010510,centro,aveiro,aveiro,são bernardo,393.56
010511,centro,aveiro,aveiro,são jacinto,1383.71
010513,centro,aveiro,aveiro,santa joana,584.55
010515,centro,aveiro,aveiro,eixo e eirol,2241.56
010516,centro,aveiro,aveiro,"requeixo, nossa senhora de fátima e nariz",3231.95
010517,centro,aveiro,aveiro,união das freguesias de glória e vera cruz,4532.07
010602,norte,aveiro,castelo de paiva,fornos,411.01
010606,norte,aveiro,castelo de paiva,real,3310.65
010607,norte,aveiro,castelo de paiva,santa maria de sardoura,1006.33
010608,norte,aveiro,castelo de paiva,são martinho de sardoura,431.22
010610,norte,aveiro,castelo de paiva,"união das freguesias de raiva, pedorido e paraíso",4937.28
010611,norte,aveiro,castelo de paiva,união das freguesias de sobrado e bairros,1404.04
010702,norte,aveiro,espinho,espinho,176.62
010704,norte,aveiro,espinho,paramos,587.17
010705,norte,aveiro,espinho,silvalde,545.48
010706,norte,aveiro,espinho,união das freguesias de anta e guetim,796.4
010801,centro,aveiro,estarreja,avanca,2106.73
010805,centro,aveiro,estarreja,pardilhó,1570.25
010806,centro,aveiro,estarreja,salreu,1653.91
010808,centro,aveiro,estarreja,união das freguesias de beduído e veiros,3184.25
010809,centro,aveiro,estarreja,união das freguesias de canelas e fermelã,2302.19
010901,norte,aveiro,santa maria da feira,argoncilhe,821.34
010902,norte,aveiro,santa maria da feira,arrifana,529.47
010904,norte,aveiro,santa maria da feira,escapães,430.4
010907,norte,aveiro,santa maria da feira,fiães,637.82
010908,norte,aveiro,santa maria da feira,fornos,313.64
010913,norte,aveiro,santa maria da feira,lourosa,577.4
010914,norte,aveiro,santa maria da feira,milheirós de poiares,786.51
010916,norte,aveiro,santa maria da feira,mozelos,580.94
010917,norte,aveiro,santa maria da feira,nogueira da regedoura,509.91
010918,norte,aveiro,santa maria da feira,são paio de oleiros,390.53
010919,norte,aveiro,santa maria da feira,paços de brandão,355.62
010921,norte,aveiro,santa maria da feira,rio meão,668.33
010922,norte,aveiro,santa maria da feira,romariz,1107.99
010924,norte,aveiro,santa maria da feira,sanguedo,456.56
010925,norte,aveiro,santa maria da feira,santa maria de lamas,375.45
010926,norte,aveiro,santa maria da feira,são joão de ver,1537.45
010932,norte,aveiro,santa maria da feira,união das freguesias de caldas de são jorge e pigeiros,1064
010933,norte,aveiro,santa maria da feira,"união das freguesias de canedo, vale e vila maior",4369.6
010934,norte,aveiro,santa maria da feira,"união das freguesias de lobão, gião, louredo e guisande",2358.22
010935,norte,aveiro,santa maria da feira,"união das freguesias de santa maria da feira, travanca, sanfins e espargo",2336.21
010936,norte,aveiro,santa maria da feira,união das freguesias de são miguel do souto e mosteirô,1380.26
011005,centro,aveiro,ílhavo,gafanha da encarnação,1098.28
011006,centro,aveiro,ílhavo,gafanha da nazaré,1643.59
011007,centro,aveiro,ílhavo,gafanha do carmo,705.49
011008,centro,aveiro,ílhavo,ílhavo (são salvador),3900.2
011102,centro,aveiro,mealhada,barcouço,2130.89
011103,centro,aveiro,mealhada,casal comba,1880.42
011104,centro,aveiro,mealhada,luso,1686.94
011106,centro,aveiro,mealhada,pampilhosa,1360.34
011107,centro,aveiro,mealhada,vacariça,1866.67
011109,centro,aveiro,mealhada,"união das freguesias da mealhada, ventosa do bairro e antes",2140.4
011201,centro,aveiro,murtosa,bunheiro,2479.24
011202,centro,aveiro,murtosa,monte,228.57
011203,centro,aveiro,murtosa,murtosa,1454.93
011204,centro,aveiro,murtosa,torreira,3146.04
011301,norte,aveiro,oliveira de azeméis,carregosa,1181.73
011302,norte,aveiro,oliveira de azeméis,cesar,542.77
011303,norte,aveiro,oliveira de azeméis,fajões,812.22
011304,norte,aveiro,oliveira de azeméis,loureiro,1713.35
011305,norte,aveiro,oliveira de azeméis,macieira de sarnes,386.89
011310,norte,aveiro,oliveira de azeméis,ossela,1788.6
011315,norte,aveiro,oliveira de azeméis,são martinho da gândara,813.13
011318,norte,aveiro,oliveira de azeméis,são roque,705.29
011319,norte,aveiro,oliveira de azeméis,vila de cucujães,1042.11
011320,norte,aveiro,oliveira de azeméis,união das freguesias de nogueira do cravo e pindelo,1254.22
011321,norte,aveiro,oliveira de azeméis,"união das freguesias de oliveira de azeméis, santiago da riba-ul, ul, macinhata da seixa e madail",2594.45
011322,norte,aveiro,oliveira de azeméis,"união das freguesias de pinheiro da bemposta, travanca e palmaz",3275.64
011403,centro,aveiro,oliveira do bairro,oiã,2632.24
011404,centro,aveiro,oliveira do bairro,oliveira do bairro,2255.33
011405,centro,aveiro,oliveira do bairro,palhaça,1002.56
011407,centro,aveiro,oliveira do bairro,"união das freguesias de bustos, troviscal e mamarrosa",2841.86
011502,centro,aveiro,ovar,cortegaça,922.86
011503,centro,aveiro,ovar,esmoriz,916.73
011504,centro,aveiro,ovar,maceda,1607.96
011507,centro,aveiro,ovar,válega,2683.03
011509,centro,aveiro,ovar,"união das freguesias de ovar, são joão, arada e são vicente de pereira jusã",8639.67
011601,norte,aveiro,são joão da madeira,são joão da madeira,794.3
011702,centro,aveiro,sever do vouga,couto de esteves,1642.39
011704,centro,aveiro,sever do vouga,pessegueiro do vouga,1585.48
011705,centro,aveiro,sever do vouga,rocas do vouga,1481.82
011706,centro,aveiro,sever do vouga,sever do vouga,1158.09
011708,centro,aveiro,sever do vouga,talhadas,2864.13
011710,centro,aveiro,sever do vouga,união das freguesias de cedrim e paradela,1837
011711,centro,aveiro,sever do vouga,união das freguesias de silva escura e dornelas,2418.65
011801,centro,aveiro,vagos,calvão,1484.41
011804,centro,aveiro,vagos,gafanha da boa hora,3721.55
011805,centro,aveiro,vagos,ouca,1627.19
011807,centro,aveiro,vagos,sosa,2169.33
011810,centro,aveiro,vagos,santo andré de vagos,1269.46
011812,centro,aveiro,vagos,união das freguesias de fonte de angeão e covão do lobo,1755.25
011813,centro,aveiro,vagos,união das freguesias de ponte de vagos e santa catarina,1332.13
011814,centro,aveiro,vagos,união das freguesias de vagos e santo antónio,3132.19
011901,norte,aveiro,vale de cambra,arões,4033.47
011902,norte,aveiro,vale de cambra,são pedro de castelões,2109.91
011903,norte,aveiro,vale de cambra,cepelos,1892.83
011905,norte,aveiro,vale de cambra,junqueira,1803.83
011906,norte,aveiro,vale de cambra,macieira de cambra,1805.3
011907,norte,aveiro,vale de cambra,roge,1759.58
011910,norte,aveiro,vale de cambra,"união das freguesias de vila chã, codal e vila cova de perrinho",1328.55
020102,alentejo,beja,aljustrel,ervidel,3885.08
020103,alentejo,beja,aljustrel,messejana,11376.56
020104,alentejo,beja,aljustrel,são joão de negrilhos,7701.84
020106,alentejo,beja,aljustrel,união das freguesias de aljustrel e rio de moinhos,22883.93
020203,alentejo,beja,almodôvar,rosário,6068.88
020205,alentejo,beja,almodôvar,santa cruz,12338.05
020206,alentejo,beja,almodôvar,são barnabé,14167.35
020208,alentejo,beja,almodôvar,aldeia dos fernandes,2125.8
020209,alentejo,beja,almodôvar,união das freguesias de almodôvar e graça dos padrões,25706.57
020210,alentejo,beja,almodôvar,união das freguesias de santa clara-a-nova e gomes aires,17381.37
020301,alentejo,beja,alvito,alvito,13652.34
020302,alentejo,beja,alvito,vila nova da baronia,12832.98
020401,alentejo,beja,barrancos,barrancos,16841.73
020502,alentejo,beja,beja,baleizão,13974.29
020503,alentejo,beja,beja,beringel,1604.96
020504,alentejo,beja,beja,cabeça gorda,7815.68
020506,alentejo,beja,beja,nossa senhora das neves,5314.38
020510,alentejo,beja,beja,santa clara de louredo,7188.48
020516,alentejo,beja,beja,são matias,7022.77
020519,alentejo,beja,beja,união das freguesias de albernoa e trindade,20938.5
020520,alentejo,beja,beja,união das freguesias de beja (salvador e santa maria da feira),2250.91
020521,alentejo,beja,beja,união das freguesias de beja (santiago maior e são joão baptista),5126.55
020522,alentejo,beja,beja,união das freguesias de salvada e quintos,19971.94
020523,alentejo,beja,beja,união das freguesias de santa vitória e mombeja,16613.15
020524,alentejo,beja,beja,união das freguesias de trigaches e são brissos,6825.93
020603,alentejo,beja,castro verde,entradas,7622.9
020604,alentejo,beja,castro verde,santa bárbara de padrões,6631.47
020605,alentejo,beja,castro verde,são marcos da ataboeira,10413.07
020606,alentejo,beja,castro verde,união das freguesias de castro verde e casével,32276.78
020701,alentejo,beja,cuba,cuba,7009.21
020702,alentejo,beja,cuba,faro do alentejo,4467.51
020703,alentejo,beja,cuba,vila alva,3719.77
020704,alentejo,beja,cuba,vila ruiva,2012.23
020803,alentejo,beja,ferreira do alentejo,figueira dos cavaleiros,15420.19
020804,alentejo,beja,ferreira do alentejo,odivelas,11005.13
020807,alentejo,beja,ferreira do alentejo,união das freguesias de alfundão e peroguarda,8833.2
020808,alentejo,beja,ferreira do alentejo,união das freguesias de ferreira do alentejo e canhestros,29562.16
020901,alentejo,beja,mértola,alcaria ruiva,21666.87
020902,alentejo,beja,mértola,corte do pinto,7145.95
020903,alentejo,beja,mértola,espírito santo,13592.15
020904,alentejo,beja,mértola,mértola,32277.03
020905,alentejo,beja,mértola,santana de cambas,16672.11
020906,alentejo,beja,mértola,são joão dos caldeireiros,10395.45
020910,alentejo,beja,mértola,"união das freguesias de são miguel do pinheiro, são pedro de solis e são sebastião dos carros",27537.77
021001,alentejo,beja,moura,amareleja,10855.72
021002,alentejo,beja,moura,póvoa de são miguel,18707.93
021008,alentejo,beja,moura,sobral da adiça,13819.58
021009,alentejo,beja,moura,união das freguesias de moura (santo agostinho e são joão baptista) e santo amador,28741.83
021010,alentejo,beja,moura,união das freguesias de safara e santo aleixo da restauração,23720.49
021102,alentejo,beja,odemira,relíquias,12008.27
021103,alentejo,beja,odemira,sabóia,15542.41
021106,alentejo,beja,odemira,são luís,14664.69
021107,alentejo,beja,odemira,são martinho das amoreiras,14417.16
021111,alentejo,beja,odemira,vila nova de milfontes,7648.1
021115,alentejo,beja,odemira,luzianes-gare,9435.6
021116,alentejo,beja,odemira,boavista dos pinheiros,3784.53
021117,alentejo,beja,odemira,longueira/almograve,9169.06
021118,alentejo,beja,odemira,colos,10976.92
021119,alentejo,beja,odemira,santa clara-a-velha,16367.35
021120,alentejo,beja,odemira,são salvador e santa maria,12099.74
021121,alentejo,beja,odemira,são teotónio,34725.46
021122,alentejo,beja,odemira,vale de santiago,11220.87
021203,alentejo,beja,ourique,ourique,24969.54
021206,alentejo,beja,ourique,santana da serra,19094.23
021207,alentejo,beja,ourique,união das freguesias de garvão e santa luzia,7914.61
021208,alentejo,beja,ourique,união das freguesias de panoias e conceição,14352.98
021302,alentejo,beja,serpa,brinches,9240.18
021303,alentejo,beja,serpa,pias,16386.16
021307,alentejo,beja,serpa,vila verde de ficalho,10539.44
021308,alentejo,beja,serpa,união das freguesias de serpa (salvador e santa maria),44372.78
021309,alentejo,beja,serpa,união das freguesias de vila nova de são bento e vale de vargo,30024.78
021401,alentejo,beja,vidigueira,pedrógão,12569.05
021402,alentejo,beja,vidigueira,selmes,13746.9
021403,alentejo,beja,vidigueira,vidigueira,2782.99
021404,alentejo,beja,vidigueira,vila de frades,2562.14
030102,norte,braga,amares,barreiros,298.65
030104,norte,braga,amares,bico,229.36
030105,norte,braga,amares,caires,471.55
030107,norte,braga,amares,carrazedo,270.77
030108,norte,braga,amares,dornelas,338.62
030111,norte,braga,amares,fiscal,389.69
030112,norte,braga,amares,goães,302.78
030113,norte,braga,amares,lago,399.01
030118,norte,braga,amares,rendufe,306.26
030119,norte,braga,amares,bouro (santa maria),691.97
030120,norte,braga,amares,bouro (santa marta),949.93
030125,norte,braga,amares,união das freguesias de amares e figueiredo,456.07
030126,norte,braga,amares,"união das freguesias de caldelas, sequeiros e paranhos",1137.27
030127,norte,braga,amares,"união das freguesias de ferreiros, prozelo e besteiros",733.76
030128,norte,braga,amares,união das freguesias de torre e portela,359.47
030129,norte,braga,amares,"união das freguesias de vilela, seramil e paredes secas",860.24
030201,norte,braga,barcelos,abade de neiva,750.36
030202,norte,braga,barcelos,aborim,618.12
030203,norte,braga,barcelos,adães,269.03
030205,norte,braga,barcelos,airó,302.34
030206,norte,braga,barcelos,aldreu,479.67
030208,norte,braga,barcelos,alvelos,338.17
030209,norte,braga,barcelos,arcozelo,343.68
030210,norte,braga,barcelos,areias,251.14
030212,norte,braga,barcelos,balugães,272.61
030213,norte,braga,barcelos,barcelinhos,275.7
030215,norte,braga,barcelos,barqueiros,806.64
030216,norte,braga,barcelos,cambeses,331.18
030218,norte,braga,barcelos,carapeços,811.6
030220,norte,braga,barcelos,carvalhal,257.98
030221,norte,braga,barcelos,carvalhas,349.45
030224,norte,braga,barcelos,cossourado,644.12
030228,norte,braga,barcelos,cristelo,771.48
030234,norte,braga,barcelos,fornelos,429.18
030235,norte,braga,barcelos,fragoso,1258.83
030237,norte,braga,barcelos,gilmonde,557.77
030242,norte,braga,barcelos,lama,326.72
030243,norte,braga,barcelos,lijó,441.92
030244,norte,braga,barcelos,macieira de rates,784.95
030245,norte,braga,barcelos,manhente,391.08
030247,norte,braga,barcelos,martim,531.7
030252,norte,braga,barcelos,moure,254.31
030254,norte,braga,barcelos,oliveira,545.77
030255,norte,braga,barcelos,palme,831.45
030256,norte,braga,barcelos,panque,628.95
030257,norte,braga,barcelos,paradela,835.85
030259,norte,braga,barcelos,pereira,384.81
030260,norte,braga,barcelos,perelhal,680.31
030261,norte,braga,barcelos,pousa,663.16
030263,norte,braga,barcelos,remelhe,612.41
030264,norte,braga,barcelos,roriz,653.39
030265,norte,braga,barcelos,rio covo (santa eugénia),313.41
030268,norte,braga,barcelos,galegos (santa maria),458.82
030272,norte,braga,barcelos,galegos (são martinho),312.24
030277,norte,braga,barcelos,tamel (são veríssimo),332.56
030279,norte,braga,barcelos,silva,217.96
030282,norte,braga,barcelos,ucha,426.94
030283,norte,braga,barcelos,várzea,295.21
030287,norte,braga,barcelos,vila seca,434.25
030290,norte,braga,barcelos,união das freguesias de alheira e igreja nova,1017.12
030291,norte,braga,barcelos,união das freguesias de alvito (são pedro e são martinho) e couto,854.38
030292,norte,braga,barcelos,união das freguesias de areias de vilar e encourados,1016.77
030293,norte,braga,barcelos,"união das freguesias de barcelos, vila boa e vila frescainha (são martinho e são pedro)",929.91
030294,norte,braga,barcelos,união das freguesias de campo e tamel (são pedro fins),480.6
030295,norte,braga,barcelos,união das freguesias de carreira e fonte coberta,528.84
030296,norte,braga,barcelos,"união das freguesias de chorente, góios, courel, pedra furada e gueral",1609.17
030297,norte,braga,barcelos,união das freguesias de creixomil e mariz,697.67
030298,norte,braga,barcelos,união das freguesias de durrães e tregosa,672.85
030299,norte,braga,barcelos,união das freguesias de gamil e midões,583.55
0302fa,norte,braga,barcelos,"união das freguesias de milhazes, vilar de figos e faria",1213.76
0302fb,norte,braga,barcelos,união das freguesias de negreiros e chavão,696.43
0302fc,norte,braga,barcelos,união das freguesias de quintiães e aguiar,736.45
0302fd,norte,braga,barcelos,união das freguesias de sequeade e bastuço (são joão e santo estevão),633.98
0302fe,norte,braga,barcelos,união das freguesias de silveiros e rio covo (santa eulália),823.46
0302ff,norte,braga,barcelos,união das freguesias de tamel (santa leocádia) e vilar do monte,1105.67
0302fg,norte,braga,barcelos,"união das freguesias de viatodos, grimancelos, minhotães e monte de fralães",1239.53
0302fh,norte,braga,barcelos,união das freguesias de vila cova e feitos,1572.78
030301,norte,braga,braga,adaúfe,1080.51
030312,norte,braga,braga,espinho,447.58
030313,norte,braga,braga,esporões,474.07
030315,norte,braga,braga,figueiredo,202.67
030319,norte,braga,braga,gualtar,273.58
030322,norte,braga,braga,lamas,125.35
030325,norte,braga,braga,mire de tibães,435.71
030330,norte,braga,braga,padim da graça,339.37
030331,norte,braga,braga,palmeira,887.96
030334,norte,braga,braga,pedralva,806.82
030336,norte,braga,braga,priscos,364.91
030338,norte,braga,braga,ruilhe,220.35
030349,norte,braga,braga,braga (são vicente),255.04
030351,norte,braga,braga,braga (são vítor),408.38
030354,norte,braga,braga,sequeira,435.05
030355,norte,braga,braga,sobreposta,598.03
030356,norte,braga,braga,tadim,268.04
030357,norte,braga,braga,tebosa,258.62
030363,norte,braga,braga,união das freguesias de arentim e cunha,572.05
030364,norte,braga,braga,"união das freguesias de braga (maximinos, sé e cividade)",256.69
030365,norte,braga,braga,união das freguesias de braga (são josé de são lázaro e são joão do souto),243.17
030366,norte,braga,braga,união das freguesias de cabreiros e passos (são julião),479.05
030367,norte,braga,braga,"união das freguesias de celeirós, aveleda e vimieiro",756.9
030368,norte,braga,braga,união das freguesias de crespos e pousada,733.82
030369,norte,braga,braga,união das freguesias de escudeiros e penso (santo estêvão e são vicente),803.66
030370,norte,braga,braga,união das freguesias de este (são pedro e são mamede),979.49
030371,norte,braga,braga,união das freguesias de ferreiros e gondizalves,425.62
030372,norte,braga,braga,união das freguesias de guisande e oliveira (são pedro),470.94
030373,norte,braga,braga,união das freguesias de lomar e arcos,401.27
030374,norte,braga,braga,"união das freguesias de merelim (são paio), panoias e parada de tibães",535.98
030375,norte,braga,braga,união das freguesias de merelim (são pedro) e frossos,314.85
030376,norte,braga,braga,união das freguesias de morreira e trandeiras,454.29
030377,norte,braga,braga,"união das freguesias de nogueira, fraião e lamaçães",839.51
030378,norte,braga,braga,união das freguesias de nogueiró e tenões,442.73
030379,norte,braga,braga,"união das freguesias de real, dume e semelhe",846.5
030380,norte,braga,braga,união das freguesias de santa lucrécia de algeriz e navarra,621.75
030381,norte,braga,braga,união das freguesias de vilaça e fradelos,279.62
030401,norte,braga,cabeceiras de basto,abadim,1513.64
030404,norte,braga,cabeceiras de basto,basto,557.61
030405,norte,braga,cabeceiras de basto,bucos,1779.85
030406,norte,braga,cabeceiras de basto,cabeceiras de basto,2452.24
030407,norte,braga,cabeceiras de basto,cavez,2679.12
030408,norte,braga,cabeceiras de basto,faia,514.96
030413,norte,braga,cabeceiras de basto,pedraça,1216.82
030415,norte,braga,cabeceiras de basto,rio douro,4311.42
030418,norte,braga,cabeceiras de basto,união das freguesias de alvite e passos,1218.92
030419,norte,braga,cabeceiras de basto,união das freguesias de arco de baúlhe e vila nune,903.86
030420,norte,braga,cabeceiras de basto,união das freguesias de gondiães e vilar de cunhas,4138.47
030421,norte,braga,cabeceiras de basto,"união das freguesias de refojos de basto, outeiro e painzela",2895.26
030501,norte,braga,celorico de basto,agilde,901.21
030502,norte,braga,celorico de basto,arnóia,1872.89
030503,norte,braga,celorico de basto,borba de montanha,1089.03
030508,norte,braga,celorico de basto,codeçoso,1069.84
030510,norte,braga,celorico de basto,fervença,1204.78
030515,norte,braga,celorico de basto,moreira do castelo,613.51
030517,norte,braga,celorico de basto,rego,1717.52
030518,norte,braga,celorico de basto,ribas,827.79
030520,norte,braga,celorico de basto,basto (são clemente),1541.06
030521,norte,braga,celorico de basto,vale de bouro,789.11
030523,norte,braga,celorico de basto,"união das freguesias de britelo, gémeos e ourilhe",1716.7
030524,norte,braga,celorico de basto,união das freguesias de caçarilhe e infesta,1138.97
030525,norte,braga,celorico de basto,união das freguesias de canedo de basto e corgo,1323.14
030526,norte,braga,celorico de basto,união das freguesias de carvalho e basto (santa tecla),1002.5
030527,norte,braga,celorico de basto,"união das freguesias de veade, gagos e molares",1298.99
030601,norte,braga,esposende,antas,906.73
030608,norte,braga,esposende,forjães,830.47
030610,norte,braga,esposende,gemeses,556.86
030615,norte,braga,esposende,vila chã,850.2
030616,norte,braga,esposende,união das freguesias de apúlia e fão,1628.57
030617,norte,braga,esposende,união das freguesias de belinho e mar,894.64
030618,norte,braga,esposende,"união das freguesias de esposende, marinhas e gandra",1731.42
030619,norte,braga,esposende,união das freguesias de fonte boa e rio tinto,1037.88
030620,norte,braga,esposende,união das freguesias de palmeira de faro e curvos,1104.22
030705,norte,braga,fafe,armil,464.82
030708,norte,braga,fafe,estorãos,590.44
030709,norte,braga,fafe,fafe,796.99
030712,norte,braga,fafe,fornelos,244.66
030714,norte,braga,fafe,golães,469.92
030716,norte,braga,fafe,medelo,251.71
030719,norte,braga,fafe,passos,409.64
030722,norte,braga,fafe,quinchães,1060.85
030723,norte,braga,fafe,regadas,590.24
030724,norte,braga,fafe,revelhe,491.07
030725,norte,braga,fafe,ribeiros,495.8
030726,norte,braga,fafe,arões (santa cristina),395.05
030728,norte,braga,fafe,são gens,1479.72
030729,norte,braga,fafe,silvares (são martinho),629.29
030730,norte,braga,fafe,arões (são romão),572.13
030733,norte,braga,fafe,travassós,814.22
030736,norte,braga,fafe,vinhós,287.79
030737,norte,braga,fafe,"união de freguesias de aboim, felgueiras, gontim e pedraído",2671.05
030738,norte,braga,fafe,união de freguesias de agrela e serafão,919.33
030739,norte,braga,fafe,união de freguesias de antime e silvares (são clemente),557.47
030740,norte,braga,fafe,"união de freguesias de ardegão, arnozela e seidões",978.3
030741,norte,braga,fafe,união de freguesias de cepães e fareja,738.96
030742,norte,braga,fafe,união de freguesias de freitas e vila cova,1147.78
030743,norte,braga,fafe,união de freguesias de monte e queimadela,2037.24
030744,norte,braga,fafe,união de freguesias de moreira do rei e várzea cova,2813.63
030801,norte,braga,guimarães,aldão,155.15
030804,norte,braga,guimarães,azurém,290.01
030806,norte,braga,guimarães,barco,301.61
030807,norte,braga,guimarães,brito,590.3
030808,norte,braga,guimarães,caldelas,269.36
030812,norte,braga,guimarães,costa,471.05
030813,norte,braga,guimarães,creixomil,300.69
030815,norte,braga,guimarães,fermentões,375.56
030820,norte,braga,guimarães,gonça,702.6
030821,norte,braga,guimarães,gondar,250.85
030823,norte,braga,guimarães,guardizela,397.57
030824,norte,braga,guimarães,infantas,649.44
030827,norte,braga,guimarães,longos,723.61
030828,norte,braga,guimarães,lordelo,501.77
030830,norte,braga,guimarães,mesão frio,413.03
030831,norte,braga,guimarães,moreira de cónegos,472.47
030832,norte,braga,guimarães,nespereira,368.83
030835,norte,braga,guimarães,pencelo,239.84
030836,norte,braga,guimarães,pinheiro,193.27
030837,norte,braga,guimarães,polvoreira,329.48
030838,norte,braga,guimarães,ponte,601.1
030840,norte,braga,guimarães,ronfe,502.05
030842,norte,braga,guimarães,prazins (santa eufémia),223.48
030850,norte,braga,guimarães,selho (são cristóvão),266.43
030854,norte,braga,guimarães,selho (são jorge),520.16
030857,norte,braga,guimarães,candoso (são martinho),220.84
030858,norte,braga,guimarães,sande (são martinho),330.43
030865,norte,braga,guimarães,são torcato,1038.51
030866,norte,braga,guimarães,serzedelo,513.86
030868,norte,braga,guimarães,silvares,448.85
030871,norte,braga,guimarães,urgezes,331.48
030875,norte,braga,guimarães,união das freguesias de abação e gémeos,673.37
030876,norte,braga,guimarães,"união das freguesias de airão santa maria, airão são joão e vermil",748.34
030877,norte,braga,guimarães,união das freguesias de arosa e castelões,552.31
030878,norte,braga,guimarães,união das freguesias de atães e rendufe,1208.92
030879,norte,braga,guimarães,união das freguesias de briteiros santo estêvão e donim,593.83
030880,norte,braga,guimarães,união das freguesias de briteiros são salvador e briteiros santa leocádia,938.88
030881,norte,braga,guimarães,união das freguesias de candoso são tiago e mascotelos,385.95
030882,norte,braga,guimarães,união das freguesias de conde e gandarela,364.16
030883,norte,braga,guimarães,"união das freguesias de leitões, oleiros e figueiredo",897.71
030884,norte,braga,guimarães,"união das freguesias de oliveira, são paio e são sebastião",155.49
030885,norte,braga,guimarães,união das freguesias de prazins santo tirso e corvite,458.76
030886,norte,braga,guimarães,união das freguesias de sande são lourenço e balazar,645.78
030887,norte,braga,guimarães,união das freguesias de sande vila nova e sande são clemente,725.31
030888,norte,braga,guimarães,união das freguesias de selho são lourenço e gominhães,415.26
030889,norte,braga,guimarães,união das freguesias de serzedo e calvos,450.44
030890,norte,braga,guimarães,"união das freguesias de souto santa maria, souto são salvador e gondomar",1386.93
030891,norte,braga,guimarães,união das freguesias de tabuadelo e são faustino,504.85
030906,norte,braga,póvoa de lanhoso,covelas,290.93
030908,norte,braga,póvoa de lanhoso,ferreiros,440.02
030912,norte,braga,póvoa de lanhoso,galegos,294.21
030913,norte,braga,póvoa de lanhoso,garfe,543.58
030914,norte,braga,póvoa de lanhoso,geraz do minho,484.33
030915,norte,braga,póvoa de lanhoso,lanhoso,605.79
030917,norte,braga,póvoa de lanhoso,monsul,327.87
030919,norte,braga,póvoa de lanhoso,póvoa de lanhoso (nossa senhora do amparo),570.32
030921,norte,braga,póvoa de lanhoso,rendufinho,836.53
030922,norte,braga,póvoa de lanhoso,santo emilião,213.79
030923,norte,braga,póvoa de lanhoso,são joão de rei,546.21
030924,norte,braga,póvoa de lanhoso,serzedelo,1006.35
030925,norte,braga,póvoa de lanhoso,sobradelo da goma,1011.92
030926,norte,braga,póvoa de lanhoso,taíde,666.53
030927,norte,braga,póvoa de lanhoso,travassos,463.82
030929,norte,braga,póvoa de lanhoso,vilela,457.85
030930,norte,braga,póvoa de lanhoso,união das freguesias de águas santas e moure,391.1
