DICOFRE,NUTS-II,Distrito,Concelho,Freguesia,Area_Ha
160902,norte,viana do castelo,viana do castelo,alvarães,910.69
160903,norte,viana do castelo,viana do castelo,amonde,624.54
160904,norte,viana do castelo,viana do castelo,anha,940.05
160905,norte,viana do castelo,viana do castelo,areosa,1411.18
160908,norte,viana do castelo,viana do castelo,carreço,1420.46
160910,norte,viana do castelo,viana do castelo,castelo do neiva,694.49
160911,norte,viana do castelo,viana do castelo,darque,901.49
160914,norte,viana do castelo,viana do castelo,freixieiro de soutelo,1177.57
160915,norte,viana do castelo,viana do castelo,lanheses,959.57
160920,norte,viana do castelo,viana do castelo,montaria,2243.14
160922,norte,viana do castelo,viana do castelo,mujães,489.86
160923,norte,viana do castelo,viana do castelo,são romão de neiva,702.33
160925,norte,viana do castelo,viana do castelo,outeiro,1882.57
160926,norte,viana do castelo,viana do castelo,perre,1308.82
160928,norte,viana do castelo,viana do castelo,santa marta de portuzelo,741.22
160935,norte,viana do castelo,viana do castelo,vila franca,714.6
160938,norte,viana do castelo,viana do castelo,vila de punhe,602.67
160940,norte,viana do castelo,viana do castelo,chafé,785.09
160941,norte,viana do castelo,viana do castelo,união das freguesias de barroselas e carvoeiro,1867.54
160942,norte,viana do castelo,viana do castelo,união das freguesias de cardielos e serreleis,768.1
160943,norte,viana do castelo,viana do castelo,"união das freguesias de geraz do lima (santa maria, santa leocádia e moreira) e deão",1906.06
160944,norte,viana do castelo,viana do castelo,união das freguesias de mazarefes e vila fria,1028.1
160945,norte,viana do castelo,viana do castelo,"união das freguesias de nogueira, meixedo e vilar de murteda",2740.94
160946,norte,viana do castelo,viana do castelo,"união das freguesias de subportela, deocriste e portela susã",1710.15
160947,norte,viana do castelo,viana do castelo,união das freguesias de torre e vila mou,635.45
160948,norte,viana do castelo,viana do castelo,união das freguesias de viana do castelo (santa maria maior e monserrate) e meadela,1432.49
161003,norte,viana do castelo,vila nova de cerveira,cornes,615.65
161004,norte,viana do castelo,vila nova de cerveira,covas,2860.41
161006,norte,viana do castelo,vila nova de cerveira,gondarém,686.22
161007,norte,viana do castelo,vila nova de cerveira,loivo,514.64
161009,norte,viana do castelo,vila nova de cerveira,mentrestido,470.4
161012,norte,viana do castelo,vila nova de cerveira,sapardos,671.56
161013,norte,viana do castelo,vila nova de cerveira,sopo,1482.04
161016,norte,viana do castelo,vila nova de cerveira,união das freguesias de campos e vila meã,875.8
161017,norte,viana do castelo,vila nova de cerveira,união das freguesias de candemil e gondar,1081.66
161018,norte,viana do castelo,vila nova de cerveira,união das freguesias de reboreda e nogueira,898.18
161019,norte,viana do castelo,vila nova de cerveira,união das freguesias de vila nova de cerveira e lovelhe,690.1
170101,norte,vila real,alijó,alijó,2936.14
170107,norte,vila real,alijó,favaios,2144.53
170108,norte,vila real,alijó,pegarinhos,1878.1
170109,norte,vila real,alijó,pinhão,299.52
170112,norte,vila real,alijó,sanfins do douro,1709.1
170113,norte,vila real,alijó,santa eugénia,914.3
170114,norte,vila real,alijó,são mamede de ribatua,2010.88
170116,norte,vila real,alijó,vila chã,2022.67
170117,norte,vila real,alijó,vila verde,4208.69
170118,norte,vila real,alijó,vilar de maçada,2019.48
170120,norte,vila real,alijó,união das freguesias de carlão e amieiro,3300.73
170121,norte,vila real,alijó,união das freguesias de castedo e cotas,2891.09
170122,norte,vila real,alijó,união das freguesias de pópulo e ribalonga,2130.3
170123,norte,vila real,alijó,"união das freguesias de vale de mendiz, casal de loivos e vilarinho de cotas",1294.35
170203,norte,vila real,boticas,beça,2985.88
170208,norte,vila real,boticas,covas do barroso,2957.76
170210,norte,vila real,boticas,dornelas,3657.68
170213,norte,vila real,boticas,pinho,2236.95
170215,norte,vila real,boticas,sapiãos,2110
170217,norte,vila real,boticas,alturas do barroso e cerdedo,5663.98
170218,norte,vila real,boticas,ardãos e bobadela,3712.25
170219,norte,vila real,boticas,boticas e granja,2266.5
170220,norte,vila real,boticas,"codessoso, curros e fiães do tâmega",3516.7
170221,norte,vila real,boticas,vilar e viveiro,3087.96
170301,norte,vila real,chaves,águas frias,2877.58
170302,norte,vila real,chaves,anelhe,1248.51
170305,norte,vila real,chaves,bustelo,935.14
170309,norte,vila real,chaves,cimo de vila da castanheira,1641.66
170310,norte,vila real,chaves,curalha,782.16
170312,norte,vila real,chaves,ervededo,2020.79
170313,norte,vila real,chaves,faiões,808.69
170314,norte,vila real,chaves,lama de arcos,1369.33
170316,norte,vila real,chaves,mairos,1166.78
170317,norte,vila real,chaves,moreiras,923.16
170318,norte,vila real,chaves,nogueira da montanha,1666.57
170320,norte,vila real,chaves,oura,1450.73
170321,norte,vila real,chaves,outeiro seco,1520.67
170322,norte,vila real,chaves,paradela,821.54
170324,norte,vila real,chaves,redondelo,1870.56
170327,norte,vila real,chaves,sanfins,1769.13
170329,norte,vila real,chaves,santa leocádia,1310.43
170330,norte,vila real,chaves,santo antónio de monforte,1177.64
170331,norte,vila real,chaves,santo estêvão,867.35
170333,norte,vila real,chaves,são pedro de agostém,2670.43
170334,norte,vila real,chaves,são vicente,3125.79
170340,norte,vila real,chaves,tronco,854.24
170341,norte,vila real,chaves,vale de anta,1017.74
170343,norte,vila real,chaves,vila verde da raia,977.31
170344,norte,vila real,chaves,vilar de nantes,727.52
170345,norte,vila real,chaves,vilarelho da raia,1803.22
170347,norte,vila real,chaves,vilas boas,685.65
170348,norte,vila real,chaves,vilela seca,1401.49
170349,norte,vila real,chaves,vilela do tâmega,960.73
170350,norte,vila real,chaves,santa maria maior,563.16
170353,norte,vila real,chaves,planalto de monforte (união das freguesias de oucidres e bobadela),1897.93
170354,norte,vila real,chaves,união das freguesias da madalena e samaiões,1399.08
170355,norte,vila real,chaves,"união das freguesias das eiras, são julião de montenegro e cela",2278.5
170356,norte,vila real,chaves,união das freguesias de calvão e soutelinho da raia,2836.49
170357,norte,vila real,chaves,união das freguesias de loivos e póvoa de agrações,1901.35
170358,norte,vila real,chaves,união das freguesias de santa cruz/trindade e sanjurge,1338.48
170359,norte,vila real,chaves,união das freguesias de soutelo e seara velha,1811.97
170360,norte,vila real,chaves,união das freguesias de travancas e roriz,2186.48
170361,norte,vila real,chaves,"vidago (união das freguesias de vidago, arcossó, selhariz e vilarinho das paranheiras)",2456.98
170401,norte,vila real,mesão frio,barqueiros,465.5
170402,norte,vila real,mesão frio,cidadelhe,258.91
170403,norte,vila real,mesão frio,oliveira,343.85
170407,norte,vila real,mesão frio,vila marim,855.44
170408,norte,vila real,mesão frio,mesão frio (santo andré),741.17
170501,norte,vila real,mondim de basto,atei,2467.6
170502,norte,vila real,mondim de basto,bilhó,2656.83
170505,norte,vila real,mondim de basto,são cristóvão de mondim de basto,1597.03
170508,norte,vila real,mondim de basto,vilar de ferreiros,2789.02
170509,norte,vila real,mondim de basto,união das freguesias de campanhó e paradança,3003.3
170510,norte,vila real,mondim de basto,união das freguesias de ermelo e pardelhas,4693.74
170601,norte,vila real,montalegre,cabril,7656.38
170603,norte,vila real,montalegre,cervos,3294.57
170604,norte,vila real,montalegre,chã,5097.53
170607,norte,vila real,montalegre,covelo do gerês,1075.68
170609,norte,vila real,montalegre,ferral,1528.05
170612,norte,vila real,montalegre,gralhas,2159.47
170616,norte,vila real,montalegre,morgade,2114.9
170618,norte,vila real,montalegre,negrões,2060.92
170619,norte,vila real,montalegre,outeiro,5231.54
170623,norte,vila real,montalegre,pitões das junias,3349.39
170625,norte,vila real,montalegre,reigoso,1723.33
170626,norte,vila real,montalegre,salto,7854.89
170627,norte,vila real,montalegre,santo andré,1896.44
170629,norte,vila real,montalegre,sarraquinhos,3349.46
170631,norte,vila real,montalegre,solveira,1233.6
170632,norte,vila real,montalegre,tourém,1703.39
170635,norte,vila real,montalegre,vila da ponte,1066.99
170636,norte,vila real,montalegre,"união das freguesias de cambeses do rio, donões e mourilhe",4530.22
170637,norte,vila real,montalegre,união das freguesias de meixedo e padornelos,3575.78
170638,norte,vila real,montalegre,união das freguesias de montalegre e padroso,3214.5
170639,norte,vila real,montalegre,"união das freguesias de paradela, contim e fiães",3085.86
170640,norte,vila real,montalegre,união das freguesias de sezelhe e covelães,3294.14
170641,norte,vila real,montalegre,união das freguesias de venda nova e pondras,1913.33
170642,norte,vila real,montalegre,união das freguesias de viade de baixo e fervidelas,4830.92
170643,norte,vila real,montalegre,união das freguesias de vilar de perdizes e meixide,3704.45
170701,norte,vila real,murça,candedo,2878.42
170703,norte,vila real,murça,fiolhoso,1619.91
170704,norte,vila real,murça,jou,3729.14
170705,norte,vila real,murça,murça,1395.92
170708,norte,vila real,murça,valongo de milhais,2211.55
170710,norte,vila real,murça,união das freguesias de carva e vilares,2930.1
170711,norte,vila real,murça,união das freguesias de noura e palheiros,4172.06
170802,norte,vila real,peso da régua,fontelas,323.48
170805,norte,vila real,peso da régua,loureiro,485.86
170809,norte,vila real,peso da régua,sedielos,1263.39
170810,norte,vila real,peso da régua,vilarinho dos freires,789.58
170813,norte,vila real,peso da régua,união das freguesias de galafura e covelinhas,1585.37
170814,norte,vila real,peso da régua,união das freguesias de moura morta e vinhós,1279.84
170815,norte,vila real,peso da régua,união das freguesias de peso da régua e godim,1012.68
170816,norte,vila real,peso da régua,união das freguesias de poiares e canelas,2745.81
170901,norte,vila real,ribeira de pena,alvadia,3373.85
170902,norte,vila real,ribeira de pena,canedo,3615.62
170906,norte,vila real,ribeira de pena,santa marinha,3467.95
170908,norte,vila real,ribeira de pena,união das freguesias de cerva e limões,6003.76
170909,norte,vila real,ribeira de pena,união das freguesias de ribeira de pena (salvador) e santo aleixo de além-tâmega,5284.8
171001,norte,vila real,sabrosa,celeirós,525.04
171002,norte,vila real,sabrosa,covas do douro,1967.88
171004,norte,vila real,sabrosa,gouvinhas,1466.34
171005,norte,vila real,sabrosa,parada de pinhão,572.17
171007,norte,vila real,sabrosa,paços,1708.81
171009,norte,vila real,sabrosa,sabrosa,868.4
171011,norte,vila real,sabrosa,são lourenço de ribapinhão,1202.57
171013,norte,vila real,sabrosa,souto maior,918.31
171014,norte,vila real,sabrosa,torre do pinhão,1461.03
171015,norte,vila real,sabrosa,vilarinho de são romão,620.18
171016,norte,vila real,sabrosa,"união das freguesias de provesende, gouvães do douro e são cristóvão do douro",1836.7
171017,norte,vila real,sabrosa,união das freguesias de são martinho de antas e paradela de guiães,2545.02
171101,norte,vila real,santa marta de penaguião,alvações do corgo,434.36
171102,norte,vila real,santa marta de penaguião,cumieira,1106.94
171103,norte,vila real,santa marta de penaguião,fontes,1567.11
171106,norte,vila real,santa marta de penaguião,medrões,514.55
171110,norte,vila real,santa marta de penaguião,sever,616.83
171111,norte,vila real,santa marta de penaguião,união das freguesias de lobrigos (são miguel e são joão baptista) e sanhoane,1471.42
171112,norte,vila real,santa marta de penaguião,união das freguesias de louredo e fornelos,1216.93
171201,norte,vila real,valpaços,água revés e crasto,1898.72
171203,norte,vila real,valpaços,algeriz,2090.66
171205,norte,vila real,valpaços,bouçoães,2598.54
171206,norte,vila real,valpaços,canaveses,1287.21
171209,norte,vila real,valpaços,ervões,2184.78
171211,norte,vila real,valpaços,fornos do pinhal,1039.86
171212,norte,vila real,valpaços,friões,2816.3
171215,norte,vila real,valpaços,padrela e tazem,2311.94
171216,norte,vila real,valpaços,possacos,1308.78
171217,norte,vila real,valpaços,rio torto,3068.83
171219,norte,vila real,valpaços,santa maria de emeres,1657.17
171220,norte,vila real,valpaços,santa valha,2724.49
171221,norte,vila real,valpaços,santiago da ribeira de alhariz,2161.2
171222,norte,vila real,valpaços,são joão da corveira,1583.69
171223,norte,vila real,valpaços,são pedro de veiga de lila,1938.27
171224,norte,vila real,valpaços,serapicos,716.91
171227,norte,vila real,valpaços,vales,2250.5
171229,norte,vila real,valpaços,vassal,1314.31
171230,norte,vila real,valpaços,veiga de lila,1435.82
171231,norte,vila real,valpaços,vilarandelo,2016.09
171232,norte,vila real,valpaços,carrazedo de montenegro e curros,4982.58
171233,norte,vila real,valpaços,"lebução, fiães e nozelos",2970.72
171234,norte,vila real,valpaços,sonim e barreiros,1778.7
171235,norte,vila real,valpaços,tinhela e alvarelhos,2822.43
171236,norte,vila real,valpaços,valpaços e sanfins,3915.42
171302,norte,vila real,vila pouca de aguiar,alfarela de jales,1375.15
171303,norte,vila real,vila pouca de aguiar,bornes de aguiar,4543.04
171304,norte,vila real,vila pouca de aguiar,bragado,2612.6
171305,norte,vila real,vila pouca de aguiar,capeludos,2141.66
171310,norte,vila real,vila pouca de aguiar,soutelo de aguiar,1736.64
171311,norte,vila real,vila pouca de aguiar,telões,4521.78
171312,norte,vila real,vila pouca de aguiar,tresminas,5592.31
171313,norte,vila real,vila pouca de aguiar,valoura,1491.38
171314,norte,vila real,vila pouca de aguiar,vila pouca de aguiar,2290.62
171315,norte,vila real,vila pouca de aguiar,vreia de bornes,1773.12
171316,norte,vila real,vila pouca de aguiar,vreia de jales,4727.83
171317,norte,vila real,vila pouca de aguiar,sabroso de aguiar,876.99
171319,norte,vila real,vila pouca de aguiar,alvão,5306.63
171320,norte,vila real,vila pouca de aguiar,união das freguesias de pensalvos e parada de monteiros,4716.85
171401,norte,vila real,vila real,abaças,1887.11
171403,norte,vila real,vila real,andrães,2047.49
171404,norte,vila real,vila real,arroios,289.15
171406,norte,vila real,vila real,campeã,2404.79
171409,norte,vila real,vila real,folhadela,1605.66
171410,norte,vila real,vila real,guiães,857.13
171414,norte,vila real,vila real,lordelo,516.31
171415,norte,vila real,vila real,mateus,413.9
171416,norte,vila real,vila real,mondrões,1103.76
171420,norte,vila real,vila real,parada de cunhos,704.05
171426,norte,vila real,vila real,torgueda,1443.37
171429,norte,vila real,vila real,vila marim,2321.3
171431,norte,vila real,vila real,união das freguesias de adoufe e vilarinho de samardã,3775.87
171432,norte,vila real,vila real,união das freguesias de borbela e lamas de olo,4127.6
171433,norte,vila real,vila real,união das freguesias de constantim e vale de nogueiras,2600.75
171434,norte,vila real,vila real,união das freguesias de mouçós e lamares,3223.6
171435,norte,vila real,vila real,união das freguesias de nogueira e ermida,1195.72
171436,norte,vila real,vila real,"união das freguesias de pena, quintã e vila cova",2498.13
171437,norte,vila real,vila real,união das freguesias de são tomé do castelo e justes,4155.52
171438,norte,vila real,vila real,vila real,709.07
180101,norte,viseu,armamar,aldeias,519.13
180104,norte,viseu,armamar,cimbres,607.33
180106,norte,viseu,armamar,folgosa,480.32
180107,norte,viseu,armamar,fontelo,751.97
180109,norte,viseu,armamar,queimada,425.92
180110,norte,viseu,armamar,queimadela,248.2
180111,norte,viseu,armamar,santa cruz,788.2
180114,norte,viseu,armamar,são cosmado,1395.36
180115,norte,viseu,armamar,são martinho das chãs,966.78
180118,norte,viseu,armamar,vacalar,603.84
180120,norte,viseu,armamar,armamar,1675.46
180121,norte,viseu,armamar,união das freguesias de aricera e goujoim,1064.94
180122,norte,viseu,armamar,união das freguesias de são romão e santiago,693.32
180123,norte,viseu,armamar,união das freguesias de vila seca e santo adrião,1502.95
180201,centro,viseu,carregal do sal,beijós,1252.5
180202,centro,viseu,carregal do sal,cabanas de viriato,2146.94
180204,centro,viseu,carregal do sal,oliveira do conde,3524.14
180206,centro,viseu,carregal do sal,parada,1166.49
180208,centro,viseu,carregal do sal,carregal do sal,3599.15
180301,centro,viseu,castro daire,almofala,1859.59
180303,centro,viseu,castro daire,cabril,2201.69
180304,centro,viseu,castro daire,castro daire,3252.82
180305,centro,viseu,castro daire,cujó,845.97
180309,centro,viseu,castro daire,gosende,2045.81
180312,centro,viseu,castro daire,mões,4414.82
180313,centro,viseu,castro daire,moledo,4699.35
180314,centro,viseu,castro daire,monteiras,2113.33
180317,centro,viseu,castro daire,pepim,1193.46
180319,centro,viseu,castro daire,pinheiro,1959.57
180322,centro,viseu,castro daire,são joaninho,805.7
180323,centro,viseu,castro daire,"união das freguesias de mamouros, alva e ribolhos",2365.17
180324,centro,viseu,castro daire,união das freguesias de mezio e moura morta,2265.15
180325,centro,viseu,castro daire,união das freguesias de parada de ester e ester,4024.75
180326,centro,viseu,castro daire,união das freguesias de picão e ermida,1595.01
180327,centro,viseu,castro daire,união das freguesias de reriz e gafanhão,2261.94
180403,norte,viseu,cinfães,cinfães,2542.46
180404,norte,viseu,cinfães,espadanedo,530.4
180405,norte,viseu,cinfães,ferreiros de tendais,1599.57
180406,norte,viseu,cinfães,fornelos,1008.06
180408,norte,viseu,cinfães,moimenta,653.58
180409,norte,viseu,cinfães,nespereira,3599.22
180410,norte,viseu,cinfães,oliveira do douro,1412.79
180412,norte,viseu,cinfães,santiago de piães,1759.15
180413,norte,viseu,cinfães,são cristóvão de nogueira,1815.38
180414,norte,viseu,cinfães,souselo,917.32
180415,norte,viseu,cinfães,tarouquela,664.49
180416,norte,viseu,cinfães,tendais,3177.17
180417,norte,viseu,cinfães,travanca,497.47
180418,norte,viseu,cinfães,"união das freguesias de alhões, bustelo, gralheira e ramires",3751.7
180502,norte,viseu,lamego,avões,487.09
180504,norte,viseu,lamego,britiande,479.64
180505,norte,viseu,lamego,cambres,1127.98
180507,norte,viseu,lamego,ferreirim,552.87
180508,norte,viseu,lamego,ferreiros de avões,264.86
180509,norte,viseu,lamego,figueira,455.22
180510,norte,viseu,lamego,lalim,721.76
180511,norte,viseu,lamego,lazarim,1653.84
180516,norte,viseu,lamego,penajóia,1012.75
180517,norte,viseu,lamego,penude,1281.7
180519,norte,viseu,lamego,samodães,308.67
180520,norte,viseu,lamego,sande,312.87
180523,norte,viseu,lamego,várzea de abrunhais,584.88
180524,norte,viseu,lamego,vila nova de souto d'el-rei,878.86
180525,norte,viseu,lamego,lamego (almacave e sé),2019.78
180526,norte,viseu,lamego,"união das freguesias de bigorne, magueija e pretarouca",2014.28
180527,norte,viseu,lamego,"união das freguesias de cepões, meijinhos e melcões",1095.91
180528,norte,viseu,lamego,união das freguesias de parada do bispo e valdigem,1289.14
180601,centro,viseu,mangualde,abrunhosa-a-velha,1729.94
180602,centro,viseu,mangualde,alcafache,1287.81
180605,centro,viseu,mangualde,cunha baixa,1551.7
180606,centro,viseu,mangualde,espinho,1455.25
180607,centro,viseu,mangualde,fornos de maceira dão,1624.58
180608,centro,viseu,mangualde,freixiosa,731.9
180614,centro,viseu,mangualde,quintela de azurara,959.33
180616,centro,viseu,mangualde,são joão da fresta,740.91
180619,centro,viseu,mangualde,"união das freguesias de mangualde, mesquitela e cunha alta",4624.94
180620,centro,viseu,mangualde,união das freguesias de moimenta de maceira dão e lobelhe do mato,714.72
180621,centro,viseu,mangualde,união das freguesias de santiago de cassurrães e póvoa de cervães,3002.81
180622,centro,viseu,mangualde,"união das freguesias de tavares (chãs, várzea e travanca)",3501.67
180702,norte,viseu,moimenta da beira,alvite,1928.66
180703,norte,viseu,moimenta da beira,arcozelos,950
180705,norte,viseu,moimenta da beira,baldos,444.18
180706,norte,viseu,moimenta da beira,cabaços,1121.22
180707,norte,viseu,moimenta da beira,caria,1671.06
180708,norte,viseu,moimenta da beira,castelo,927.74
180709,norte,viseu,moimenta da beira,leomil,3677.24
180710,norte,viseu,moimenta da beira,moimenta da beira,926.57
180713,norte,viseu,moimenta da beira,passô,435.23
180716,norte,viseu,moimenta da beira,vila da rua,966.69
180717,norte,viseu,moimenta da beira,sarzedo,499.28
180719,norte,viseu,moimenta da beira,sever,1003.38
180720,norte,viseu,moimenta da beira,vilar,854.43
180721,norte,viseu,moimenta da beira,união das freguesias de paradinha e nagosa,1209.42
180722,norte,viseu,moimenta da beira,"união das freguesias de pêra velha, aldeia de nacomba e ariz",2917.41
180723,norte,viseu,moimenta da beira,união das freguesias de peva e segões,2464.4
180802,centro,viseu,mortágua,cercosa,871.52
180804,centro,viseu,mortágua,espinho,4134.1
180805,centro,viseu,mortágua,marmeleira,1850.8
180807,centro,viseu,mortágua,pala,4885.74
180808,centro,viseu,mortágua,sobral,6415.46
180809,centro,viseu,mortágua,trezói,1750.58
180811,centro,viseu,mortágua,"união das freguesias de mortágua, vale de remígio, cortegaça e almaça",5209.61
180901,centro,viseu,nelas,canas de senhorim,2545.26
180903,centro,viseu,nelas,nelas,2162.75
180905,centro,viseu,nelas,senhorim,3133.72
180906,centro,viseu,nelas,vilar seco,1015.09
180908,centro,viseu,nelas,lapa do lobo,732.15
180910,centro,viseu,nelas,união das freguesias de carvalhal redondo e aguieira,1352.06
180911,centro,viseu,nelas,união das freguesias de santar e moreira,1630.45
181002,centro,viseu,oliveira de frades,arcozelo das maias,2180.81
181005,centro,viseu,oliveira de frades,pinheiro,2161.86
181007,centro,viseu,oliveira de frades,ribeiradio,1567.14
181008,centro,viseu,oliveira de frades,são joão da serra,1240.68
181009,centro,viseu,oliveira de frades,são vicente de lafões,819.92
181013,centro,viseu,oliveira de frades,união das freguesias de arca e varzielas,2036.96
181014,centro,viseu,oliveira de frades,união das freguesias de destriz e reigoso,2275.8
181015,centro,viseu,oliveira de frades,"união das freguesias de oliveira de frades, souto de lafões e sejães",2251.45
181102,centro,viseu,penalva do castelo,castelo de penalva,2716.17
181103,centro,viseu,penalva do castelo,esmolfe,1087.06
181104,centro,viseu,penalva do castelo,germil,545.92
181105,centro,viseu,penalva do castelo,ínsua,943.75
181106,centro,viseu,penalva do castelo,lusinde,280.7
181109,centro,viseu,penalva do castelo,pindo,1676.43
181110,centro,viseu,penalva do castelo,real,469.08
181111,centro,viseu,penalva do castelo,sezures,2104.27
181112,centro,viseu,penalva do castelo,trancozelos,512.43
181114,centro,viseu,penalva do castelo,união das freguesias de antas e matela,1826.84
181115,centro,viseu,penalva do castelo,união das freguesias de vila cova do covelo/mareco,1271.25
181202,norte,viseu,penedono,beselga,1476.57
181203,norte,viseu,penedono,castainço,1337.02
181207,norte,viseu,penedono,penela da beira,1838.47
181208,norte,viseu,penedono,póvoa de penela,977.48
181209,norte,viseu,penedono,souto,1458.41
181210,norte,viseu,penedono,união das freguesias de antas e ourozinho,3006.13
181211,norte,viseu,penedono,união das freguesias de penedono e granja,3276.67
181302,norte,viseu,resende,barrô,1003.65
181303,norte,viseu,resende,cárquere,750.49
181310,norte,viseu,resende,paus,1339.68
181311,norte,viseu,resende,resende,1187.83
181312,norte,viseu,resende,são cipriano,670.38
181313,norte,viseu,resende,são joão de fontoura,505.57
181314,norte,viseu,resende,são martinho de mouros,1440.85
181316,norte,viseu,resende,união das freguesias de anreade e são romão de aregos,983.13
181317,norte,viseu,resende,união das freguesias de felgueiras e feirão,1328.28
181318,norte,viseu,resende,união das freguesias de freigil e miomães,742.93
181319,norte,viseu,resende,união das freguesias de ovadas e panchorra,2382.12
181403,centro,viseu,santa comba dão,pinheiro de ázere,1188.78
181405,centro,viseu,santa comba dão,são joaninho,972.3
181406,centro,viseu,santa comba dão,são joão de areias,2151
181410,centro,viseu,santa comba dão,união das freguesias de ovoa e vimieiro,2246.71
181411,centro,viseu,santa comba dão,união das freguesias de santa comba dão e couto do mosteiro,2673.75
181412,centro,viseu,santa comba dão,união das freguesias de treixedo e nagozela,1962.22
181501,norte,viseu,são joão da pesqueira,castanheiro do sul,2039.52
181502,norte,viseu,são joão da pesqueira,ervedosa do douro,4023.83
181504,norte,viseu,são joão da pesqueira,nagozelo do douro,788.7
181505,norte,viseu,são joão da pesqueira,paredes da beira,2055.56
181507,norte,viseu,são joão da pesqueira,riodades,2006.63
181509,norte,viseu,são joão da pesqueira,soutelo do douro,1779.97
181511,norte,viseu,são joão da pesqueira,vale de figueira,1646.67
181512,norte,viseu,são joão da pesqueira,valongo dos azeites,455.68
181515,norte,viseu,são joão da pesqueira,união das freguesias de são joão da pesqueira e várzea de trevões,5327.29
181516,norte,viseu,são joão da pesqueira,união das freguesias de trevões e espinhosa,3012.63
181517,norte,viseu,são joão da pesqueira,união das freguesias de vilarouco e pereiros,3474.36
181602,centro,viseu,são pedro do sul,bordonhos,595.05
181606,centro,viseu,são pedro do sul,figueiredo de alva,1468.57
181607,centro,viseu,são pedro do sul,manhouce,4040.57
181608,centro,viseu,são pedro do sul,pindelo dos milagres,2389.71
181609,centro,viseu,são pedro do sul,pinho,1363.77
181612,centro,viseu,são pedro do sul,são félix,319.37
181615,centro,viseu,são pedro do sul,serrazes,1323.22
181616,centro,viseu,são pedro do sul,sul,5241.19
181617,centro,viseu,são pedro do sul,valadares,2076.01
181619,centro,viseu,são pedro do sul,vila maior,1187.49
181620,centro,viseu,são pedro do sul,união das freguesias de carvalhais e candal,4373.17
181621,centro,viseu,são pedro do sul,união das freguesias de santa cruz da trapa e são cristóvão de lafões,2893.77
181622,centro,viseu,são pedro do sul,união das freguesias de são martinho das moitas e covas do rio,5368.11
181623,centro,viseu,são pedro do sul,"união das freguesias de são pedro do sul, várzea e baiões",2255.09
181702,centro,viseu,sátão,avelal,815.24
181704,centro,viseu,sátão,ferreira de aves,6613.16
181706,centro,viseu,sátão,mioma,1534.04
181707,centro,viseu,sátão,rio de moinhos,1103.88
181709,centro,viseu,sátão,são miguel de vila boa,1288.98
181710,centro,viseu,sátão,sátão,1857.16
181711,centro,viseu,sátão,silvã de cima,688.44
181713,centro,viseu,sátão,união das freguesias de águas boas e forles,1585.99
181714,centro,viseu,sátão,"união das freguesias de romãs, decermilo e vila longa",4707.21
181801,norte,viseu,sernancelhe,arnas,2125.36
181802,norte,viseu,sernancelhe,carregal,2076.71
181803,norte,viseu,sernancelhe,chosendo,1130.13
181804,norte,viseu,sernancelhe,cunha,1702.45
181806,norte,viseu,sernancelhe,faia,362.59
181810,norte,viseu,sernancelhe,granjal,1372.83
181811,norte,viseu,sernancelhe,lamosa,1322.1
181814,norte,viseu,sernancelhe,quintela,1377.24
181817,norte,viseu,sernancelhe,vila da ponte,1276.73
181818,norte,viseu,sernancelhe,união das freguesias de ferreirim e macieira,2236.89
181819,norte,viseu,sernancelhe,união das freguesias de fonte arcada e escurquela,1986.96
181820,norte,viseu,sernancelhe,união das freguesias de penso e freixinho,1413.5
181821,norte,viseu,sernancelhe,união das freguesias de sernancelhe e sarzeda,4477.74
181901,norte,viseu,tabuaço,adorigo,922.53
181902,norte,viseu,tabuaço,arcos,794.35
181904,norte,viseu,tabuaço,chavães,944.73
181905,norte,viseu,tabuaço,desejosa,748.84
181906,norte,viseu,tabuaço,granja do tedo,377.15
181908,norte,viseu,tabuaço,longa,682.85
181913,norte,viseu,tabuaço,sendim,2126.34
181914,norte,viseu,tabuaço,tabuaço,1074.48
181917,norte,viseu,tabuaço,valença do douro,928.24
181918,norte,viseu,tabuaço,união das freguesias de barcos e santa leocádia,1520.88
181919,norte,viseu,tabuaço,união das freguesias de paradela e granjinha,905.15
181920,norte,viseu,tabuaço,união das freguesias de pinheiros e vale de figueira,1166.21
181921,norte,viseu,tabuaço,união das freguesias de távora e pereiro,1193.93
182004,norte,viseu,tarouca,mondim da beira,707.99
182005,norte,viseu,tarouca,salzedas,883.57
182006,norte,viseu,tarouca,são joão de tarouca,1858.5
182009,norte,viseu,tarouca,várzea da serra,2119.01
182011,norte,viseu,tarouca,união das freguesias de gouviães e ucanha,894.08
182012,norte,viseu,tarouca,união das freguesias de granja nova e vila chã da beira,1353.68
182013,norte,viseu,tarouca,união das freguesias de tarouca e dálvares,2191.66
182102,centro,viseu,tondela,campo de besteiros,792.53
182103,centro,viseu,tondela,canas de santa maria,1384.61
182105,centro,viseu,tondela,castelões,1711.85
182106,centro,viseu,tondela,dardavaz,1369.45
182107,centro,viseu,tondela,ferreirós do dão,828.64
182108,centro,viseu,tondela,guardão,1895.15
182109,centro,viseu,tondela,lajeosa do dão,2459.08
182110,centro,viseu,tondela,lobão da beira,1409.07
182111,centro,viseu,tondela,molelos,1549.61
182116,centro,viseu,tondela,parada de gonta,672.79
182118,centro,viseu,tondela,santiago de besteiros,1575.46
182122,centro,viseu,tondela,tonda,750.36
